Discogs ID,Artist,Title,Year,Genre,Format,Cover URL,Thumb URL
1348355,Elvis Presley,Let's Be Friends,1970,Rock,Vinyl,https://i.discogs.com/EyNMwdWVx87OkFISMf5RDwrIsVFr7E6447ungLPLuPY/rs:fit/g:sm/q:90/h:429/w:426/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNDgz/NTUtMTI5NzkwMzI1/My5qcGVn.jpeg,https://i.discogs.com/JkA8KvMzK4oYk5RQHEYCUqnR39rakJAjYe6uw_iOOn8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNDgz/NTUtMTI5NzkwMzI1/My5qcGVn.jpeg
2845056,José Feliciano,The Voice And Guitar Of José Feliciano,1970,Latin,Vinyl,https://i.discogs.com/DjdwOVTcNJaALOgKZiEAxgcRNcPEKk0wSQRBqZHiYgM/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4NDUw/NTYtMTY1MTc3NTkx/OS0yNjkxLmpwZWc.jpeg,https://i.discogs.com/-feU-Lns_2l-HN23nJV95LFL5M4tUtyv_InrA06Y-H0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4NDUw/NTYtMTY1MTc3NTkx/OS0yNjkxLmpwZWc.jpeg
1139477,David Bowie,Aladdin Sane,1973,Rock,Vinyl,https://i.discogs.com/-oLLYYqilCWqqJvivlNE6CCAzZMszYd4KGps7VdhiEA/rs:fit/g:sm/q:90/h:620/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzk0/NzctMTY0NTI0NTYw/NC03NjQ1LmpwZWc.jpeg,https://i.discogs.com/DqB8uQmqXBP2qhvdaIrbhYFiZ2jwX44QwnH93Kd7R5U/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzk0/NzctMTY0NTI0NTYw/NC03NjQ1LmpwZWc.jpeg
375621,David Bowie,Diamond Dogs,1974,Rock,Vinyl,https://i.discogs.com/32AZ7KxmiaqAMV6rXwtfXCocLtR3f0G4Nf18zz9NobQ/rs:fit/g:sm/q:90/h:589/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3NTYy/MS0xMzgxNzczNzk4/LTc5MjYuanBlZw.jpeg,https://i.discogs.com/o3hTIGJfsnNBg5x-L0mZVX90_f0W_ZGwuDwQLCpqucw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM3NTYy/MS0xMzgxNzczNzk4/LTc5MjYuanBlZw.jpeg
2976197,Louis Armstrong And His Orchestra,Town Hall Concert Plus,0,Jazz,Vinyl,https://i.discogs.com/kB57IeRoV7Nh29nmLHpJ-tgolTq-2dseOuAf05DAkY8/rs:fit/g:sm/q:90/h:549/w:550/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NzYx/OTctMTMxNDEzNDIz/NS5qcGVn.jpeg,https://i.discogs.com/oQbeZ9bj0tYQo6GhXmW2jmS1ClXfV_N5-fH9uD3Sto8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI5NzYx/OTctMTMxNDEzNDIz/NS5qcGVn.jpeg
6541942,David Bowie,Hunky Dory,1976,Rock,Vinyl,https://i.discogs.com/YhNVsC6Mi6VP8kL5mF7BDAacXPNwLPfsQlQykbwrc7o/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1NDE5/NDItMTQ0MDUxNDc3/Mi02MTA5LmpwZWc.jpeg,https://i.discogs.com/rBENZJfzJzliLEXm294BIehC0BvEqly47RXQmehN2LI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1NDE5/NDItMTQ0MDUxNDc3/Mi02MTA5LmpwZWc.jpeg
116593,Eurythmics,Revenge,1986,Electronic,Vinyl,https://i.discogs.com/njbtGc2HZy_ueTPuoAdhfUcvqqfkrg4-jUf-iZlRB98/rs:fit/g:sm/q:90/h:591/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjU5/My0xNjY1MzEyNDQ3/LTc3NzEuanBlZw.jpeg,https://i.discogs.com/0BX6ERJgVHiHAHMFTPVD2VG3FE6lKs1sXoaxVNTePI8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjU5/My0xNjY1MzEyNDQ3/LTc3NzEuanBlZw.jpeg
1358659,Cream (2),Disraeli Gears,1967,Rock,Vinyl,https://i.discogs.com/3i9yh27yZwwWj4xXgWO7ETHh8u4wbDYvQEBBl9-32Ec/rs:fit/g:sm/q:90/h:619/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNTg2/NTktMTQ5NjA1NTE2/MS03NTcyLmpwZWc.jpeg,https://i.discogs.com/0G2cg1LX-boz75FMEAiSGoc72WuLxMv-K1d6ywQzOcI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNTg2/NTktMTQ5NjA1NTE2/MS03NTcyLmpwZWc.jpeg
1725492,Cage The Elephant,Free Love / Tiny Little Robots,2007,Rock,Vinyl,https://i.discogs.com/VfgaDxmc1u5GsDwnuiitnIChw_UK9NzsPgnAatQGBsI/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MjU0/OTItMTI1NzUyMjE1/OC5qcGVn.jpeg,https://i.discogs.com/pYPFfjdD4fh292s-MgPpHkfZXjL7F0u1jyPcwIP2Bk8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MjU0/OTItMTI1NzUyMjE1/OC5qcGVn.jpeg
1662693,Ralph McTell,Not Till Tomorrow,1972,"Folk, World, & Country",Vinyl,https://i.discogs.com/2eP615jqWKEFrZT-8u700HEVqZUi9qezbhzu8dN1np4/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NjI2/OTMtMTMzMjc5Nzcy/MC5qcGVn.jpeg,https://i.discogs.com/0F876oMH7-QxihY_O7nYrNp6mhkVpftsCMtznnfJDfg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NjI2/OTMtMTMzMjc5Nzcy/MC5qcGVn.jpeg
4260001,Neil Young,Harvest,0,Rock,Vinyl,https://i.discogs.com/odbUJnMyMqFTHp_w1nkbiNesk-tLef7QWG2__Fk59dg/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyNjAw/MDEtMTM4NzE0Mjg1/NS0yMjg0LmpwZWc.jpeg,https://i.discogs.com/0OJrqaAxUgGidKm6F0r51K-rECHHCvBGDCdYPZcGuVs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyNjAw/MDEtMTM4NzE0Mjg1/NS0yMjg0LmpwZWc.jpeg
8295484,Jimi Hendrix,Rainbow Bridge / Original Motion Picture Sound Track,1971,Rock,Vinyl,https://i.discogs.com/AwM-ZiBQXVrP05hmHQyPKeMMaP25Pu2cUMc4ONVIo2o/rs:fit/g:sm/q:90/h:611/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgyOTU0/ODQtMTQ1ODg1OTYz/Ny05OTExLmpwZWc.jpeg,https://i.discogs.com/W28w4VIkOr7d95zPlzwDzu8EupJRhhxS3uPuJpB1PnQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgyOTU0/ODQtMTQ1ODg1OTYz/Ny05OTExLmpwZWc.jpeg
9104605,Rod Stewart,Foot Loose & Fancy Free,1977,Rock,Vinyl,https://i.discogs.com/hS0bkt80EvxGZpnFJoP9fmBiJv4s1rkzbI1RrYZ5h1Y/rs:fit/g:sm/q:90/h:602/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkxMDQ2/MDUtMTQ3NDgzODc5/MS02NDQwLmpwZWc.jpeg,https://i.discogs.com/Ju50-sXGcDgQvJJaALIr5uyeXy_mSyXdzOcgQh4mFMA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkxMDQ2/MDUtMTQ3NDgzODc5/MS02NDQwLmpwZWc.jpeg
552490,Rod Stewart,Greatest Hits Vol. 1,1979,Rock,Vinyl,https://i.discogs.com/k088Yz9dAGVXV7LCdJe8rtE9lv_l_AFazYL54_v1e_8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1MjQ5/MC0xNTQ2ODkxMjU1/LTM3MjEuanBlZw.jpeg,https://i.discogs.com/esRuGnuojFd74csyca2eoxULJLu8pz2MGkRUEkqPs-M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1MjQ5/MC0xNTQ2ODkxMjU1/LTM3MjEuanBlZw.jpeg
1686144,Breakestra,Let The Bells Ring / Lowdown Stank,2009,Funk / Soul,Vinyl,https://i.discogs.com/eyuUDmzpIq1hUrzMNhVL5-gL_aXktaN5KKS7JdCZlGY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2ODYx/NDQtMTU0NDE0NzEz/MC0zNjkwLmpwZWc.jpeg,https://i.discogs.com/8ue_HaEcIaKjhhyOoC9VWkJCW9VvNG9aLJaSSGW2lP8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2ODYx/NDQtMTU0NDE0NzEz/MC0zNjkwLmpwZWc.jpeg
6320202,The Smiths,The World Won't Listen,1987,Rock,Vinyl,https://i.discogs.com/NLz738zmIF5uyX9XlNjg3Oejw4-EU1VNoRWBu_zUbRI/rs:fit/g:sm/q:90/h:575/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzMjAy/MDItMTQxNjM5NDc5/My03MjQyLmpwZWc.jpeg,https://i.discogs.com/GPFVFzGhfGGsCYf_0KJVUj1dyNexj_1AlgSjhMfPTRY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzMjAy/MDItMTQxNjM5NDc5/My03MjQyLmpwZWc.jpeg
4726423,The Strokes,Is This It,0,Rock,Vinyl,https://i.discogs.com/E0Mq7a_zp57T18mUHS8TVE0EbRk9gw5pexWN7HnyYtc/rs:fit/g:sm/q:90/h:592/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ3MjY0/MjMtMTY1MTI3NjA2/NS02MDUxLmpwZWc.jpeg,https://i.discogs.com/55JHSgtu6obkYaDdgzYIEnrCR8R_eBST5Q8EFO0voqs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ3MjY0/MjMtMTY1MTI3NjA2/NS02MDUxLmpwZWc.jpeg
1409611,Alan Shelly,Dance Together / Song For A Dollar,2008,Funk / Soul,Vinyl,https://i.discogs.com/AAG0fklyoBjiA2HO8fdPs3dC7SwdqrYD8YcawLhVfX0/rs:fit/g:sm/q:90/h:149/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDk2/MTEtMTIxNzUyMzIy/Ni5qcGVn.jpeg,https://i.discogs.com/6Jv55y2LxuUs0i-LgN4oWVVbpqJPbhp7JldtkUpAihU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDk2/MTEtMTIxNzUyMzIy/Ni5qcGVn.jpeg
929517,The Stone Roses,The Stone Roses,2006,Rock,Vinyl,https://i.discogs.com/8Jt17OhenVyZcxAoOFaYKAjD8IO8SwhTbV9SYpSdwfo/rs:fit/g:sm/q:90/h:300/w:298/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyOTUx/Ny0xMTczOTg2NjI0/LmpwZWc.jpeg,https://i.discogs.com/CCrkZXxUZoq6MEoERleFZ2DSv1sTN7P-w-8cPNcLP0k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkyOTUx/Ny0xMTczOTg2NjI0/LmpwZWc.jpeg
3416985,Stefan Grossman,Aunt Molly's Murray Farm,1973,Blues,Vinyl,https://i.discogs.com/jcOYsXtU_uUPJ3IuyiCnWTAw6ITurnRKKWI_C9uA_Pk/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MTY5/ODUtMTMyOTU5OTc2/Ny5qcGVn.jpeg,https://i.discogs.com/n4SaEo6plf_wbT6HjqffYJs48mv2MmQikLRLCgFVltA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0MTY5/ODUtMTMyOTU5OTc2/Ny5qcGVn.jpeg
1994147,Orchestra Gary Pacific,Soft Wind,2009,Jazz,Vinyl,https://i.discogs.com/ZRMXFj5xgTmtjKhxSXNCCyiDBFYAMjjL4AYstP3NCKY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5OTQx/NDctMTMwNDIzODk3/OC5qcGVn.jpeg,https://i.discogs.com/v1cTQC_Zn-aa2Sv5F9ZNY2gwbD57eqj9uNK66CNduhQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5OTQx/NDctMTMwNDIzODk3/OC5qcGVn.jpeg
1456129,Freedom Express (2),Get Down,2008,Funk / Soul,Vinyl,https://i.discogs.com/Hr9PBshPTp1T8gP7Ih81lQU0ZhBCifg4IAvosCE3OI4/rs:fit/g:sm/q:90/h:351/w:348/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTYx/MjktMTIyMTA2NDQz/OS5qcGVn.jpeg,https://i.discogs.com/Is5iLk4NGkKNReapI-8HujXKamns_CpXbFBzPd9v31k/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTYx/MjktMTIyMTA2NDQz/OS5qcGVn.jpeg
1733046,Arnold Palmer (2),Personal Golf Instructions From Driver Thru Putter,1962,Non-Music,Vinyl,https://i.discogs.com/yv8xri1naEWSa0W7qh1bIBD59f-Ibium0APJUFiElq8/rs:fit/g:sm/q:90/h:601/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MzMw/NDYtMTUzMjM0NzU4/Ny04MTI2LmpwZWc.jpeg,https://i.discogs.com/6hKkmjcsHG3OYGiC7AXjF1e7J58wV3Oibsv8UUUfKMI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MzMw/NDYtMTUzMjM0NzU4/Ny04MTI2LmpwZWc.jpeg
1749197,Gene Pitney,Princess In Rags,1965,Pop,Vinyl,https://i.discogs.com/Bn2k6A148p1-owVAQGI31Lb0YafZYVM_OHofiibtJRk/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NDkx/OTctMTMzMzAxNDE3/Ny5qcGVn.jpeg,https://i.discogs.com/HJ4z-VsivbDRkGKbPER1XpsCHj0XD1p5PJn8zWhgvHg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NDkx/OTctMTMzMzAxNDE3/Ny5qcGVn.jpeg
3639769,Wildeflower,Good Girl / Amazing Discovery,2012,Rock,Vinyl,https://i.discogs.com/CV54oNn199a4nK47JNiBh24pG0AJMjWqPPm9nRTsEog/rs:fit/g:sm/q:90/h:480/w:480/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2Mzk3/NjktMTMzODQ0OTYy/NC02Njg0LmpwZWc.jpeg,https://i.discogs.com/Lu3Gpu1ts5JBKeUHGz5s0Q8IMwsvl02x-LcfjDgjm8I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2Mzk3/NjktMTMzODQ0OTYy/NC02Njg0LmpwZWc.jpeg
5831313,Unknown Artist,Rock On 25 Rock´n´Roll All Time Greats,1973,Rock,Vinyl,https://i.discogs.com/EjVJqh6U7K7ocsed-1QLJzXjME39TivUml9wLcZOz7c/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU4MzEz/MTMtMTY2ODg0NzQy/My04NjY2LmpwZWc.jpeg,https://i.discogs.com/DKRJZITZb_QdNQ-Gc6p6BxyAqCDF0-YCNAuA_zuv0ic/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU4MzEz/MTMtMTY2ODg0NzQy/My04NjY2LmpwZWc.jpeg
1409603,Jimmy Takeuchi,Sgt. Peppers / The Hens March,2008,Funk / Soul,Vinyl,https://i.discogs.com/0sYUWMDtLrsFHU8eQyfZP3msXeK4zmw3kcOEts0Ki9c/rs:fit/g:sm/q:90/h:149/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDk2/MDMtMTIxNzUyMjc1/Ni5qcGVn.jpeg,https://i.discogs.com/Wb6YPRARixWYk51o4puQsHVgPteGx3nH-WBCdePHlf4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDk2/MDMtMTIxNzUyMjc1/Ni5qcGVn.jpeg
10632973,Madvillain,Madvillainy,2016,Hip Hop,Vinyl,https://i.discogs.com/MUcxuxtAYZ_5Wr_wgJRQQob7g25ahXoLsH3PhEjZkhY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjMy/OTczLTE1ODAyNDEz/NzgtOTk5OS5qcGVn.jpeg,https://i.discogs.com/SWl41Yula8encnKSgOa8LudpIqlifnUdVGVgWtOQfBI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjMy/OTczLTE1ODAyNDEz/NzgtOTk5OS5qcGVn.jpeg
1750296,The Shangri-Las,Leader Of The Pack,1981,Rock,Vinyl,https://i.discogs.com/dTu1o_kbyHRJqK-eidAnGTDB0JEGY_n5ZyLXbmTCOn0/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NTAy/OTYtMTI5NDg2MDkw/MS5qcGVn.jpeg,https://i.discogs.com/ckRkFwFAfBiE7rXbV-vC7RIoDtwR4LPznaeGdpkdBb4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NTAy/OTYtMTI5NDg2MDkw/MS5qcGVn.jpeg
6593513,Gene Krupa And His Orchestra,Rare Live Performances,1983,Jazz,Vinyl,https://i.discogs.com/OmjVJj9nU7j3EPnl0vhM2kxdA_2zDK4ctnRz4kdFfiY/rs:fit/g:sm/q:90/h:228/w:221/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1OTM1/MTMtMTQ1OTgwMDgw/OC03MjcxLmpwZWc.jpeg,https://i.discogs.com/1byCyHS5Z295fbQ2ap_NNxnCqTKvznqv8n4201uVR6M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY1OTM1/MTMtMTQ1OTgwMDgw/OC03MjcxLmpwZWc.jpeg
2028699,The Supremes,'Live' At London's Talk Of The Town,1968,Funk / Soul,Vinyl,https://i.discogs.com/5cYQG_pT4xLTStkNsLNoukFcy4M8M88CleBrmkOPOAg/rs:fit/g:sm/q:90/h:601/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMjg2/OTktMTQxODQ2NzQ1/NS0yMzg3LmpwZWc.jpeg,https://i.discogs.com/fPXEvxze5CDbr6bPLb-azHsCWvQnQSEDBhPIv7BKc6g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwMjg2/OTktMTQxODQ2NzQ1/NS0yMzg3LmpwZWc.jpeg
4215405,Stevie Wonder,Songs In The Key Of Life,1976,Funk / Soul,Vinyl,https://i.discogs.com/KBvDJ1rRKL5or5iFqJIqSudhQ038hfMhMQ6ZMhiQ37s/rs:fit/g:sm/q:90/h:592/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyMTU0/MDUtMTUyNTk4MDQ2/MC0zOTg0LmpwZWc.jpeg,https://i.discogs.com/Zprm8I8I8f1aKJBoUoIMoTGXHmoPy1J0AH8NaQpz7Qw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQyMTU0/MDUtMTUyNTk4MDQ2/MC0zOTg0LmpwZWc.jpeg
1874718,Martha Reeves & The Vandellas,Heat Wave,1986,Funk / Soul,Vinyl,https://i.discogs.com/d4M4LKWkMt-Lh-f4g6eeoj-Azqsynq-odDggl0EqH6M/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NzQ3/MTgtMTU2NjE1NTI4/MC03MzI1LmpwZWc.jpeg,https://i.discogs.com/i0orOfvHYdBeOh_sIjFouYlewSkV32CMCum9N8CJZnE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NzQ3/MTgtMTU2NjE1NTI4/MC03MzI1LmpwZWc.jpeg
4583364,The Ink Spots,The Ink Spots In Hi-Fi,1957,Jazz,Vinyl,https://i.discogs.com/Iqn8q9Pw_cMpY49XgsXmgI2UzLtI_diAWJ2pVBakn3E/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1ODMz/NjQtMTM2OTA3MjE4/OC05ODA3LmpwZWc.jpeg,https://i.discogs.com/e-hiPdPO8cf1fbm8ffQfReMsUeX89DFFov-f05y18eg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1ODMz/NjQtMTM2OTA3MjE4/OC05ODA3LmpwZWc.jpeg
1270606,Summer (9),Flying Home,1979,Funk / Soul,Vinyl,https://i.discogs.com/tiWkSNBeg6g1h_VG-1Npdur0vOWBVuK2Rmt0KdEoAaA/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNzA2/MDYtMTUwMTI1MTM3/My0yODc0LmpwZWc.jpeg,https://i.discogs.com/ivCf8tMeK4y9af0bnXitdqqIfpeONtJYyEODXMq-rnE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNzA2/MDYtMTUwMTI1MTM3/My0yODc0LmpwZWc.jpeg
5793645,Murray Roman,You Can't Beat People Up And Have Them Say I Love You,1968,Non-Music,Vinyl,https://i.discogs.com/ZEthhcUwV-ESz62uwxos2Cop1vge2yYF1Oksp2Z0IrU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3OTM2/NDUtMTQwMjg0MjI2/Ny0zNDE1LmpwZWc.jpeg,https://i.discogs.com/Jq1Mqf377wqiQEuuGoOJU4-Sq0waj0CnL7owMoODhLU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3OTM2/NDUtMTQwMjg0MjI2/Ny0zNDE1LmpwZWc.jpeg
9963194,Klaus Weiss Rhythm & Sounds,Time Signals,2017,Electronic,Vinyl,https://i.discogs.com/3OOqJ4eHeMDwnWuLu1iv2ZgZ_mkcqNxD9vDHzVwRUPc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk5NjMx/OTQtMTU0OTM3NzQz/NC03OTkxLmpwZWc.jpeg,https://i.discogs.com/sX85JBznyoLjDGuv3gwTK-48-StFmVGSUqs5XV_jK1I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk5NjMx/OTQtMTU0OTM3NzQz/NC03OTkxLmpwZWc.jpeg
1600806,Don McLean,American Pie,1971,Rock,Vinyl,https://i.discogs.com/cAy_LOkdxCCb5TsYSd3oECY-3MA265FB8fVpuWYTN8s/rs:fit/g:sm/q:90/h:606/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDA4/MDYtMTQ1NjA3NjU4/Mi02NjIzLmpwZWc.jpeg,https://i.discogs.com/OKfNZUMDdq1cmfODATHQufklUzf_Tp12vuJijR45vzM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDA4/MDYtMTQ1NjA3NjU4/Mi02NjIzLmpwZWc.jpeg
